locus_tag	ftype	length_bp	gene	EC_number	COG	product
KAGFDIAF_02318	CDS	861	fixB_3			Protein FixB
KAGFDIAF_02319	CDS	576	ygcP		COG1954	putative protein YgcP
KAGFDIAF_02320	CDS	261	fixX_3		COG2440	Ferredoxin-like protein FixX
KAGFDIAF_02321	CDS	1272		1.5.5.1	COG0644	Electron transfer flavoprotein-ubiquinone oxidoreductase
KAGFDIAF_02322	CDS	366	queD	4.1.2.50	COG0720	6-carboxy-5,6,7,8-tetrahydropterin synthase
KAGFDIAF_02323	CDS	1800	cysJ	1.8.1.2	COG0369	Sulfite reductase [NADPH] flavoprotein alpha-component
KAGFDIAF_02324	CDS	1713	cysI	1.8.1.2	COG0155	Sulfite reductase [NADPH] hemoprotein beta-component
KAGFDIAF_02325	CDS	735	cysH	1.8.4.8	COG0175	Phosphoadenosine phosphosulfate reductase
KAGFDIAF_02326	CDS	1110	apbC		COG0489	Iron-sulfur cluster carrier protein
KAGFDIAF_02327	CDS	2034	metG	6.1.1.10	COG0073	Methionine--tRNA ligase
KAGFDIAF_02328	CDS	3795				hypothetical protein
KAGFDIAF_02329	CDS	3633				hypothetical protein
KAGFDIAF_02330	CDS	318				hypothetical protein
KAGFDIAF_02331	CDS	600	torD		COG3381	Chaperone protein TorD
KAGFDIAF_02332	CDS	2547	torA	1.7.2.3	COG0243	Trimethylamine-N-oxide reductase 1
KAGFDIAF_02333	CDS	1173	torC		COG3005	Cytochrome c-type protein TorC
KAGFDIAF_02334	CDS	693	torR		COG0745	TorCAD operon transcriptional regulatory protein TorR
KAGFDIAF_02335	CDS	1029	torT		COG1879	Periplasmic protein TorT
KAGFDIAF_02336	CDS	2700	torS	2.7.13.3	COG0784	Sensor protein TorS
KAGFDIAF_02337	CDS	1074	yccM		COG0348	Putative electron transport protein YccM
KAGFDIAF_02338	CDS	174	gnsA			Protein GnsA
KAGFDIAF_02339	CDS	213	cspG		COG1278	Cold shock-like protein CspG
KAGFDIAF_02340	CDS	228	pptA	5.3.2.-	COG1942	Tautomerase PptA
KAGFDIAF_02341	CDS	570				hypothetical protein
KAGFDIAF_02342	CDS	846	nhoA	2.3.1.5	COG2162	Arylamine N-acetyltransferase
KAGFDIAF_02343	CDS	261	yddE_1	5.1.-.-	COG0384	putative isomerase YddE
KAGFDIAF_02344	CDS	567	yddE_2	5.1.-.-	COG0384	putative isomerase YddE
KAGFDIAF_02345	CDS	681	narV	1.7.5.1	COG2181	Respiratory nitrate reductase 2 gamma chain
KAGFDIAF_02346	CDS	696	narW		COG2180	putative nitrate reductase molybdenum cofactor assembly chaperone NarW
KAGFDIAF_02347	CDS	1545	narY	1.7.5.1	COG1140	Respiratory nitrate reductase 2 beta chain
KAGFDIAF_02348	CDS	3741	narZ	1.7.5.1	COG5013	Respiratory nitrate reductase 2 alpha chain
KAGFDIAF_02349	CDS	1389	narU		COG2223	Nitrate/nitrite transporter NarU
KAGFDIAF_02350	CDS	321	rhlE	3.6.4.13	COG0513	ATP-dependent RNA helicase RhlE
KAGFDIAF_02351	CDS	450	ybiA	3.2.2.-	COG3236	N-glycosidase YbiA
KAGFDIAF_02352	CDS	2286	dinG	3.6.4.12	COG1199	ATP-dependent DNA helicase DinG
KAGFDIAF_02353	CDS	963	ybiB		COG0547	putative protein YbiB
KAGFDIAF_02354	CDS	1086	hcxB	1.1.1.-	COG2055	Hydroxycarboxylate dehydrogenase B
KAGFDIAF_02355	CDS	261	bhsA_2			Multiple stress resistance protein BhsA
KAGFDIAF_02356	CDS	267	ybiI_2		COG1734	putative protein YbiI
KAGFDIAF_02357	CDS	675		1.14.11.-	COG3128	PKHD-type hydroxylase
KAGFDIAF_02358	CDS	2283	fiu		COG4774	Catecholate siderophore receptor Fiu
KAGFDIAF_02359	CDS	261	mcbA			putative protein McbA
KAGFDIAF_02360	CDS	624				hypothetical protein
KAGFDIAF_02361	CDS	1689				hypothetical protein
KAGFDIAF_02362	CDS	2628	gyrA	5.6.2.2	COG0188	DNA gyrase subunit A
KAGFDIAF_02363	CDS	723	ubiG	2.1.1.222	COG2227	Ubiquinone biosynthesis O-methyltransferase
KAGFDIAF_02364	CDS	3705	yfaL		COG3468	putative autotransporter YfaL
KAGFDIAF_02365	CDS	888	cho	3.1.25.-	COG0322	Excinuclease cho
KAGFDIAF_02366	CDS	828	nadE	6.3.1.5	COG0171	NH(3)-dependent NAD(+) synthetase
KAGFDIAF_02367	CDS	339	osmE			Osmotically-inducible putative lipoprotein OsmE
KAGFDIAF_02368	CDS	321	chbB	2.7.1.196	COG1440	PTS system N,N'-diacetylchitobiose-specific EIIB component
KAGFDIAF_02369	CDS	1359	chbC		COG1455	PTS system N,N'-diacetylchitobiose-specific EIIC component
KAGFDIAF_02370	CDS	351	chbA		COG1447	PTS system N,N'-diacetylchitobiose-specific EIIA component
KAGFDIAF_02371	CDS	840	chbR			HTH-type transcriptional regulator ChbR
KAGFDIAF_02372	CDS	1353	chbF	3.2.1.86	COG1486	6-phospho-beta-glucosidase
KAGFDIAF_02373	CDS	750	chbG	3.5.1.105	COG3394	Chitooligosaccharide deacetylase ChbG
KAGFDIAF_02374	CDS	2262	katE	1.11.1.6	COG0753	Catalase HPII
KAGFDIAF_02375	CDS	264	cedA			Cell division activator CedA
KAGFDIAF_02376	CDS	375	entC	5.4.4.2	COG1169	Isochorismate synthase EntC
KAGFDIAF_02377	CDS	1611	entE	6.3.2.14	COG1021	Enterobactin synthase component E
KAGFDIAF_02378	CDS	858	entB	6.3.2.14	COG1535	Enterobactin synthase component B
KAGFDIAF_02379	CDS	747	entA	1.3.1.28	COG1028	2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase
KAGFDIAF_02380	CDS	414	entH	3.1.2.-	COG2050	Proofreading thioesterase EntH
KAGFDIAF_02381	CDS	1023	cstA_1		COG1966	Peptide transporter CstA
KAGFDIAF_02382	CDS	1050	cstA_2		COG1966	Peptide transporter CstA
KAGFDIAF_02383	CDS	198				hypothetical protein
KAGFDIAF_02384	CDS	1089	hcxA	1.1.1.-	COG0371	Hydroxycarboxylate dehydrogenase A
KAGFDIAF_02385	CDS	1161	ybdL	2.6.1.88	COG0436	Methionine aminotransferase
KAGFDIAF_02386	CDS	630	ybdM		COG1475	putative protein YbdM
KAGFDIAF_02387	CDS	1062				hypothetical protein
KAGFDIAF_02388	CDS	267			COG1662	IS1 family transposase IS1S
KAGFDIAF_02389	CDS	486				hypothetical protein
KAGFDIAF_02390	CDS	762				hypothetical protein
KAGFDIAF_02391	CDS	1623				hypothetical protein
KAGFDIAF_02392	CDS	552				hypothetical protein
KAGFDIAF_02393	CDS	549				hypothetical protein
KAGFDIAF_02394	CDS	126				hypothetical protein
KAGFDIAF_02395	CDS	180				hypothetical protein
KAGFDIAF_02396	CDS	285				hypothetical protein
KAGFDIAF_02397	CDS	285				hypothetical protein
KAGFDIAF_02398	CDS	168				hypothetical protein
KAGFDIAF_02399	CDS	1071	xerC_3			Tyrosine recombinase XerC
KAGFDIAF_02400	CDS	1284	ybhC	3.1.2.-	COG4677	Putative acyl-CoA thioester hydrolase YbhC
KAGFDIAF_02401	CDS	2262	leuC_2	4.2.1.33		3-isopropylmalate dehydratase large subunit
KAGFDIAF_02402	CDS	1380	crfC		COG0699	Clamp-binding protein CrfC
KAGFDIAF_02403	CDS	879				hypothetical protein
KAGFDIAF_02404	CDS	1503	proP			Proline/betaine transporter
KAGFDIAF_02405	CDS	90				hypothetical protein
KAGFDIAF_02406	CDS	1101	basS	2.7.13.3		Sensor protein BasS
KAGFDIAF_02407	CDS	669	basR			Transcriptional regulatory protein BasR
KAGFDIAF_02408	CDS	1644	eptA	2.7.-.-	COG2194	Phosphoethanolamine transferase EptA
KAGFDIAF_02409	CDS	1338	adiC		COG0531	Arginine/agmatine antiporter
KAGFDIAF_02410	CDS	762	gadX_1			HTH-type transcriptional regulator GadX
KAGFDIAF_02411	CDS	681	adiA	4.1.1.19	COG1982	Biodegradative arginine decarboxylase
KAGFDIAF_02412	CDS	222	bfr	1.16.3.1	COG2193	Bacterioferritin
KAGFDIAF_02413	CDS	678	gspO		COG1989	Type 4 prepilin-like proteins leader peptide-processing enzyme
KAGFDIAF_02414	CDS	462	gspM			Putative type II secretion system protein M
KAGFDIAF_02415	CDS	1164	gspL		COG3297	Putative type II secretion system protein L
KAGFDIAF_02416	CDS	984	gspK_1		COG3156	Putative type II secretion system protein K
KAGFDIAF_02417	CDS	588	gspJ		COG4795	Putative type II secretion system protein J
KAGFDIAF_02418	CDS	378	gspI		COG2165	Putative type II secretion system protein I
KAGFDIAF_02419	CDS	510	gspH		COG2165	Putative type II secretion system protein H
KAGFDIAF_02420	CDS	438	gspG		COG2165	Putative type II secretion system protein G
KAGFDIAF_02421	CDS	1197	gspF		COG1459	Putative type II secretion system protein F
KAGFDIAF_02422	CDS	1482	gspE		COG2804	Putative type II secretion system protein E
KAGFDIAF_02423	CDS	1953	gspD		COG1450	Putative secretin GspD
KAGFDIAF_02424	CDS	816	gspC		COG3031	Putative type II secretion system protein C
KAGFDIAF_02425	rRNA	2621				23S ribosomal RNA
KAGFDIAF_02426	rRNA	111				5S ribosomal RNA
KAGFDIAF_02427	tRNA	77				tRNA-Asp(gtc)
KAGFDIAF_02428	CDS	804	dkgB	1.1.1.346	COG0656	2,5-diketo-D-gluconic acid reductase B
KAGFDIAF_02429	CDS	915	dmlR_4			HTH-type transcriptional regulator DmlR
KAGFDIAF_02430	CDS	780				hypothetical protein
KAGFDIAF_02431	CDS	624	ycgJ	2.1.1.-		putative methyltransferase YcgJ
KAGFDIAF_02432	CDS	1221	mltD	4.2.2.-	COG0741	Membrane-bound lytic murein transglycosylase D
KAGFDIAF_02433	CDS	756	gloB	3.1.2.6	COG0491	Hydroxyacylglutathione hydrolase GloB
KAGFDIAF_02434	CDS	723				hypothetical protein
KAGFDIAF_02435	CDS	468	rnhA	3.1.26.4	COG0328	Ribonuclease HI
KAGFDIAF_02436	CDS	741	dnaQ	2.7.7.7	COG0847	DNA polymerase III subunit epsilon
KAGFDIAF_02437	CDS	1689		6.2.1.51	COG0318	4-hydroxyphenylalkanoate adenylyltransferase
KAGFDIAF_02438	CDS	915	oleD_1	1.1.1.412	COG0451	2-alkyl-3-oxoalkanoate reductase
KAGFDIAF_02439	CDS	249	acpP_2			Acyl carrier protein
KAGFDIAF_02440	CDS	1173	bioF_1	2.3.1.47		8-amino-7-oxononanoate synthase
KAGFDIAF_02441	CDS	1080	lptG_2		COG0795	Lipopolysaccharide export system permease protein LptG
KAGFDIAF_02442	CDS	1071				hypothetical protein
KAGFDIAF_02443	CDS	561	ytfJ_2		COG3054	putative protein YtfJ
KAGFDIAF_02444	CDS	825				hypothetical protein
KAGFDIAF_02445	CDS	1350				hypothetical protein
KAGFDIAF_02446	CDS	759				hypothetical protein
KAGFDIAF_02447	CDS	699				hypothetical protein
KAGFDIAF_02448	CDS	975	intQ_2		COG0582	Putative defective protein IntQ
KAGFDIAF_02449	CDS	237				hypothetical protein
KAGFDIAF_02450	CDS	2472				hypothetical protein
KAGFDIAF_02451	CDS	192				hypothetical protein
KAGFDIAF_02452	CDS	189				hypothetical protein
KAGFDIAF_02453	CDS	201				hypothetical protein
KAGFDIAF_02454	CDS	366				hypothetical protein
KAGFDIAF_02455	CDS	153				hypothetical protein
KAGFDIAF_02456	CDS	216				hypothetical protein
KAGFDIAF_02457	CDS	228				hypothetical protein
KAGFDIAF_02458	CDS	522				hypothetical protein
KAGFDIAF_02459	CDS	966				hypothetical protein
KAGFDIAF_02460	CDS	423				hypothetical protein
KAGFDIAF_02461	CDS	234				hypothetical protein
KAGFDIAF_02462	CDS	666	queH	1.17.99.6	COG1636	Epoxyqueuosine reductase QueH
KAGFDIAF_02463	CDS	213				hypothetical protein
KAGFDIAF_02464	CDS	252				hypothetical protein
KAGFDIAF_02465	CDS	282				hypothetical protein
KAGFDIAF_02466	CDS	1098	macA		COG0845	Macrolide export protein MacA
KAGFDIAF_02467	CDS	993				hypothetical protein
KAGFDIAF_02468	CDS	1659				hypothetical protein
KAGFDIAF_02469	CDS	696	aqpZ		COG0580	Aquaporin Z
KAGFDIAF_02470	CDS	948	dusC	1.3.1.-	COG0042	tRNA-dihydrouridine(16) synthase
KAGFDIAF_02471	CDS	399				hypothetical protein
KAGFDIAF_02472	CDS	696	yohK		COG1346	Inner membrane protein YohK
KAGFDIAF_02473	CDS	885	cdd	3.5.4.5	COG0295	Cytidine deaminase
KAGFDIAF_02474	CDS	720				hypothetical protein
KAGFDIAF_02475	CDS	240				hypothetical protein
KAGFDIAF_02476	CDS	102				hypothetical protein
KAGFDIAF_02477	CDS	1158	ampH	3.4.-.-	COG1680	D-alanyl-D-alanine-carboxypeptidase/endopeptidase AmpH
KAGFDIAF_02478	CDS	624	iprA			Inhibitor of hydrogen peroxide resistance
KAGFDIAF_02479	CDS	2907				hypothetical protein
KAGFDIAF_02480	CDS	975	hemB	4.2.1.24	COG0113	Delta-aminolevulinic acid dehydratase
KAGFDIAF_02481	CDS	852	tauD	1.14.11.17	COG2175	Alpha-ketoglutarate-dependent taurine dioxygenase
KAGFDIAF_02482	CDS	828	ssuC_1		COG0600	Putative aliphatic sulfonates transport permease protein SsuC
KAGFDIAF_02483	CDS	768	tauB	7.6.2.7	COG4525	Taurine import ATP-binding protein TauB
KAGFDIAF_02484	CDS	963	tauA		COG4521	Taurine-binding periplasmic protein
KAGFDIAF_02485	CDS	264				hypothetical protein
KAGFDIAF_02486	CDS	1017	lplA	6.3.1.20	COG0095	Lipoate-protein ligase A
KAGFDIAF_02487	CDS	645	ytjB		COG3726	putative inner membrane protein Smp
KAGFDIAF_02488	CDS	969	serB	3.1.3.3	COG0560	Phosphoserine phosphatase
KAGFDIAF_02489	CDS	1383	radA	3.6.4.-	COG1066	DNA repair protein RadA
KAGFDIAF_02490	CDS	1233	nadR		COG1056	Trifunctional NAD biosynthesis/regulator protein NadR
KAGFDIAF_02491	CDS	1668	ettA		COG0488	Energy-dependent translational throttle protein EttA
KAGFDIAF_02492	CDS	1938	slt	4.2.2.-	COG0741	Soluble lytic murein transglycosylase
KAGFDIAF_02493	CDS	297	trpR		COG2973	Trp operon repressor
KAGFDIAF_02494	CDS	306	yjjX	3.6.1.-	COG1986	Inosine/xanthosine triphosphatase
KAGFDIAF_02495	CDS	309	lapA		COG3771	Lipopolysaccharide assembly protein A
KAGFDIAF_02496	CDS	765	pgpB	3.1.3.27	COG0671	Phosphatidylglycerophosphatase B
KAGFDIAF_02497	CDS	591	ribA	3.5.4.25	COG0807	GTP cyclohydrolase-2
KAGFDIAF_02498	CDS	2676	acnA	4.2.1.3	COG1048	Aconitate hydratase A
KAGFDIAF_02499	CDS	96	ymiC			Protein YmiC
KAGFDIAF_02500	CDS	168				hypothetical protein
KAGFDIAF_02501	CDS	129	ymiA			Protein YmiA
KAGFDIAF_02502	CDS	975	cysB			HTH-type transcriptional regulator CysB
KAGFDIAF_02503	CDS	2598	topA_2	5.6.2.1	COG0550	DNA topoisomerase 1
KAGFDIAF_02504	CDS	252	yciN			Protein YciN
KAGFDIAF_02505	CDS	432	sohB	3.4.21.-	COG0616	putative protease SohB
KAGFDIAF_02506	CDS	471	argR		COG1438	Arginine repressor
KAGFDIAF_02507	CDS	939	mdh_2	1.1.1.37	COG0039	Malate dehydrogenase
KAGFDIAF_02508	CDS	1068	degS	3.4.21.107	COG0265	Serine endoprotease DegS
KAGFDIAF_02509	CDS	1368	degQ	3.4.21.107	COG0265	Periplasmic pH-dependent serine endoprotease DegQ
KAGFDIAF_02510	CDS	399	yhcB		COG3105	Inner membrane protein YhcB
KAGFDIAF_02511	CDS	1128	zapE		COG1485	Cell division protein ZapE
KAGFDIAF_02512	CDS	429	rplM		COG0102	50S ribosomal protein L13
KAGFDIAF_02513	CDS	393	rpsI		COG0103	30S ribosomal protein S9
KAGFDIAF_02514	CDS	639	sspA		COG0625	Stringent starvation protein A
KAGFDIAF_02515	CDS	498	sspB		COG2969	Stringent starvation protein B
KAGFDIAF_02516	CDS	1368	dcuD_1		COG3069	Putative cryptic C4-dicarboxylate transporter DcuD
KAGFDIAF_02517	CDS	174				hypothetical protein
KAGFDIAF_02518	CDS	1353	gor	1.8.1.7	COG1249	Glutathione reductase
KAGFDIAF_02519	CDS	843	rlmJ	2.1.1.266	COG2961	Ribosomal RNA large subunit methyltransferase J
KAGFDIAF_02520	CDS	2043	prlC	3.4.24.70	COG0339	Oligopeptidase A
KAGFDIAF_02521	CDS	753	rsmJ	2.1.1.242		Ribosomal RNA small subunit methyltransferase J
KAGFDIAF_02522	CDS	1470	dtpB		COG3104	Dipeptide and tripeptide permease B
KAGFDIAF_02523	CDS	435	uspA		COG0589	Universal stress protein A
KAGFDIAF_02524	CDS	336	uspB			Universal stress protein B
KAGFDIAF_02525	CDS	1386	pitA_1		COG0306	Low-affinity inorganic phosphate transporter 1
KAGFDIAF_02526	CDS	1551				hypothetical protein
KAGFDIAF_02527	CDS	471	rpsG		COG0049	30S ribosomal protein S7
KAGFDIAF_02528	CDS	375	rpsL		COG0048	30S ribosomal protein S12
KAGFDIAF_02529	CDS	288	tusB		COG2168	Protein TusB
KAGFDIAF_02530	CDS	360	tusC		COG2923	Protein TusC
KAGFDIAF_02531	CDS	387	tusD	2.8.1.-	COG1553	Sulfurtransferase TusD
KAGFDIAF_02532	CDS	723	dauR		COG2964	Transcriptional regulator DauR
KAGFDIAF_02533	CDS	813	fkpA	5.2.1.8	COG0545	FKBP-type peptidyl-prolyl cis-trans isomerase FkpA
KAGFDIAF_02534	CDS	219	slyX		COG2900	Protein SlyX 
KAGFDIAF_02535	CDS	591	slyD	5.2.1.8	COG1047	FKBP-type peptidyl-prolyl cis-trans isomerase SlyD
KAGFDIAF_02536	CDS	201				hypothetical protein
KAGFDIAF_02537	CDS	1806	kefC_2		COG0475	Glutathione-regulated potassium-efflux system protein KefC
KAGFDIAF_02538	CDS	552	ywrO	1.6.99.-	COG2249	General stress protein 14
KAGFDIAF_02539	CDS	273				hypothetical protein
KAGFDIAF_02540	CDS	477	greA		COG0782	Transcription elongation factor GreA
KAGFDIAF_02541	CDS	294	yhbY		COG1534	RNA-binding protein YhbY
KAGFDIAF_02542	CDS	630	rlmE	2.1.1.166	COG0293	Ribosomal RNA large subunit methyltransferase E
KAGFDIAF_02543	CDS	1944	ftsH	3.4.24.-	COG0465	ATP-dependent zinc metalloprotease FtsH
KAGFDIAF_02544	CDS	849	folP	2.5.1.15	COG0294	Dihydropteroate synthase
KAGFDIAF_02545	CDS	1338	glmM_1	5.4.2.10	COG1109	Phosphoglucosamine mutase
KAGFDIAF_02546	CDS	333	secG		COG1314	Protein-export membrane protein SecG
KAGFDIAF_02547	tRNA	87				tRNA-Leu(gag)
KAGFDIAF_02548	CDS	1626	yhbX	2.-.-.-	COG2194	Putative transferase YhbX
KAGFDIAF_02549	CDS	819	argG	6.3.4.5	COG0137	Argininosuccinate synthase
KAGFDIAF_02550	CDS	369	aroC	4.2.3.5	COG0082	Chorismate synthase
KAGFDIAF_02551	CDS	825	mepA	3.4.24.-	COG3770	Penicillin-insensitive murein endopeptidase
KAGFDIAF_02552	CDS	810	yfcA		COG0730	putative membrane transporter protein YfcA
KAGFDIAF_02553	CDS	549	epmC	1.14.-.-	COG3101	Elongation factor P hydroxylase
KAGFDIAF_02554	CDS	279				hypothetical protein
KAGFDIAF_02555	CDS	2007	mnmC		COG0665	tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein MnmC
KAGFDIAF_02556	CDS	1221	fabB	2.3.1.41	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 1
KAGFDIAF_02557	CDS	1179	yfcJ			putative MFS-type transporter YfcJ
KAGFDIAF_02558	CDS	996	flk			Flagellar regulator flk
KAGFDIAF_02559	CDS	1137	pdxB	1.1.1.290	COG0111	Erythronate-4-phosphate dehydrogenase
KAGFDIAF_02560	CDS	291	truD	5.4.99.27	COG0585	tRNA pseudouridine synthase D
KAGFDIAF_02561	CDS	762	surE	3.1.3.5	COG0496	5'/3'-nucleotidase SurE
KAGFDIAF_02562	CDS	627	pcm	2.1.1.77	COG2518	Protein-L-isoaspartate O-methyltransferase
KAGFDIAF_02563	CDS	1140	nlpD_1		COG0739	Murein hydrolase activator NlpD
KAGFDIAF_02564	CDS	993	rpoS		COG0568	RNA polymerase sigma factor RpoS
KAGFDIAF_02565	CDS	1365	ygbN		COG2610	Inner membrane permease YgbN
KAGFDIAF_02566	CDS	777	otnI	5.3.1.35	COG3622	2-oxo-tetronate isomerase
KAGFDIAF_02567	CDS	639	otnC	4.1.1.104		3-oxo-tetronate 4-phosphate decarboxylase
KAGFDIAF_02568	CDS	1263	otnK	2.7.1.217	COG3395	3-oxo-tetronate kinase
KAGFDIAF_02569	CDS	909	ltnD	1.1.1.411		L-threonate dehydrogenase
KAGFDIAF_02570	CDS	768	glcR		COG1349	HTH-type transcriptional repressor GlcR
KAGFDIAF_02571	CDS	93	pphB	3.1.3.16	COG0639	Serine/threonine-protein phosphatase 2
KAGFDIAF_02572	CDS	1293				hypothetical protein
KAGFDIAF_02573	CDS	1650	nhaK		COG0025	Sodium, potassium, lithium and rubidium/H(+) antiporter
KAGFDIAF_02574	CDS	1350	ghxP		COG2252	Guanine/hypoxanthine permease GhxP
KAGFDIAF_02575	CDS	465	soxR		COG0789	Redox-sensitive transcriptional activator SoxR
KAGFDIAF_02576	CDS	324	soxS			Regulatory protein SoxS
KAGFDIAF_02577	CDS	642	pdeC_1	3.1.4.52	COG4943	putative cyclic di-GMP phosphodiesterase PdeC
KAGFDIAF_02578	CDS	936	pdeC_2	3.1.4.52	COG4943	putative cyclic di-GMP phosphodiesterase PdeC
KAGFDIAF_02579	CDS	282				hypothetical protein
KAGFDIAF_02580	CDS	537	ssb		COG0629	Single-stranded DNA-binding protein
KAGFDIAF_02581	CDS	945	ydgH			Protein YdgH
KAGFDIAF_02582	CDS	1533	pntA	7.1.1.1	COG3288	NAD(P) transhydrogenase subunit alpha
KAGFDIAF_02583	CDS	1389	pntB	7.1.1.1	COG1282	NAD(P) transhydrogenase subunit beta
KAGFDIAF_02584	CDS	1035	tqsA		COG0628	AI-2 transport protein TqsA
KAGFDIAF_02585	CDS	366	mdtJ		COG2076	Spermidine export protein MdtJ
KAGFDIAF_02586	CDS	330	mdtI		COG2076	Spermidine export protein MdtI
KAGFDIAF_02587	CDS	822				hypothetical protein
KAGFDIAF_02588	CDS	309	asr			Acid shock protein
KAGFDIAF_02589	CDS	1254	ynfM			Inner membrane transport protein YnfM
KAGFDIAF_02590	CDS	1071	aroF	2.5.1.54	COG0722	Phospho-2-dehydro-3-deoxyheptonate aldolase, Tyr-sensitive
KAGFDIAF_02591	CDS	1122	tyrA		COG0287	T-protein
KAGFDIAF_02592	CDS	1161	pheA		COG0077	Bifunctional chorismate mutase/prephenate dehydratase
KAGFDIAF_02593	CDS	342	raiA		COG1544	Ribosome-associated inhibitor A
KAGFDIAF_02594	CDS	738	bamD		COG4105	Outer membrane protein assembly factor BamD
KAGFDIAF_02595	CDS	981	rluD	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
KAGFDIAF_02596	CDS	732	yfiH	1.10.3.-	COG1496	Polyphenol oxidase
KAGFDIAF_02597	CDS	2574	clpB		COG0542	Chaperone protein ClpB
KAGFDIAF_02598	CDS	606	xcpW		COG4795	Type II secretion system protein J
KAGFDIAF_02599	CDS	372				hypothetical protein
KAGFDIAF_02600	CDS	564	epsH			Type II secretion system protein H
KAGFDIAF_02601	CDS	456	epsG		COG2165	Type II secretion system protein G
KAGFDIAF_02602	CDS	1224	epsF_1		COG1459	Type II secretion system protein F
KAGFDIAF_02603	CDS	1494	epsE_1		COG2804	Type II secretion system protein E
KAGFDIAF_02604	CDS	2061	gspD2			Secretin GspD 2
KAGFDIAF_02605	CDS	831	gspC2			Type II secretion system protein C 2
KAGFDIAF_02606	CDS	411	yghG			Lipoprotein YghG
KAGFDIAF_02607	CDS	810	pppA		COG1989	Prepilin peptidase PppA
KAGFDIAF_02608	CDS	597				hypothetical protein
KAGFDIAF_02609	CDS	879	nadK	2.7.1.23	COG0061	NAD kinase
KAGFDIAF_02610	CDS	594	grpE		COG0576	Protein GrpE
KAGFDIAF_02611	CDS	1242				hypothetical protein
KAGFDIAF_02612	CDS	867	ypjD		COG4137	Inner membrane protein YpjD
KAGFDIAF_02613	CDS	1362	ffh		COG0541	Signal recognition particle protein
KAGFDIAF_02614	CDS	249	rpsP		COG0228	30S ribosomal protein S16
KAGFDIAF_02615	CDS	549	rimM		COG0806	Ribosome maturation factor RimM
KAGFDIAF_02616	CDS	768	trmD	2.1.1.228	COG0336	tRNA (guanine-N(1)-)-methyltransferase
KAGFDIAF_02617	CDS	348	rplS		COG0335	50S ribosomal protein L19
KAGFDIAF_02618	CDS	483	pal_1			Peptidoglycan-associated lipoprotein
KAGFDIAF_02619	CDS	1227	dgcN	2.7.7.65	COG2199	Diguanylate cyclase DgcN
KAGFDIAF_02620	CDS	519				hypothetical protein
KAGFDIAF_02621	tRNA	88				tRNA-Ser(gga)
KAGFDIAF_02622	CDS	219	infA		COG0361	Translation initiation factor IF-1
KAGFDIAF_02623	CDS	705	aat	2.3.2.6	COG2360	Leucyl/phenylalanyl-tRNA--protein transferase
KAGFDIAF_02624	CDS	1722	msbA_2	7.5.2.6	COG1132	Lipid A export ATP-binding/permease protein MsbA
KAGFDIAF_02625	CDS	1767	cydD		COG4988	ATP-binding/permease protein CydD
KAGFDIAF_02626	CDS	966	trxB	1.8.1.9	COG0492	Thioredoxin reductase
KAGFDIAF_02627	CDS	495	lrp		COG1522	Leucine-responsive regulatory protein
KAGFDIAF_02628	CDS	261				hypothetical protein
KAGFDIAF_02629	CDS	246				hypothetical protein
KAGFDIAF_02630	CDS	555	galE	5.1.3.2	COG1087	UDP-glucose 4-epimerase
KAGFDIAF_02631	CDS	1047	galT	2.7.7.12	COG1085	Galactose-1-phosphate uridylyltransferase
KAGFDIAF_02632	CDS	1149	galK	2.7.1.6	COG0153	Galactokinase
KAGFDIAF_02633	CDS	1041	galM	5.1.3.3	COG2017	Aldose 1-epimerase
KAGFDIAF_02634	CDS	753	gpmA	5.4.2.11	COG0588	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase
KAGFDIAF_02635	CDS	1053	aroG	2.5.1.54	COG0722	Phospho-2-dehydro-3-deoxyheptonate aldolase, Phe-sensitive
KAGFDIAF_02636	CDS	381				hypothetical protein
KAGFDIAF_02637	CDS	942	zitB		COG1230	Zinc transporter ZitB
KAGFDIAF_02638	CDS	720	pnuC		COG3201	Nicotinamide riboside transporter PnuC
KAGFDIAF_02639	CDS	1044	nadA	2.5.1.72	COG0379	Quinolinate synthase A
KAGFDIAF_02640	CDS	951	arcC1_3	2.7.2.2		Carbamate kinase 1
KAGFDIAF_02641	CDS	1383				hypothetical protein
KAGFDIAF_02642	CDS	1050	yahK	1.1.1.2	COG1064	Aldehyde reductase YahK
KAGFDIAF_02643	CDS	816				hypothetical protein
KAGFDIAF_02644	tRNA	81				tRNA-Ser(gga)
KAGFDIAF_02645	CDS	633	rhtC_2		COG1280	Threonine efflux protein
KAGFDIAF_02646	CDS	276				hypothetical protein
KAGFDIAF_02647	CDS	1587	prpR		COG1221	Propionate catabolism operon regulatory protein
KAGFDIAF_02648	CDS	891	prpB	4.1.3.30	COG2513	2-methylisocitrate lyase
KAGFDIAF_02649	CDS	900	preT	1.3.1.1	COG0493	NAD-dependent dihydropyrimidine dehydrogenase subunit PreT
KAGFDIAF_02650	CDS	1236	preA	1.3.1.1	COG0167	NAD-dependent dihydropyrimidine dehydrogenase subunit PreA
